"node_id","node_type","layer","label","degree","weighted_degree","in_degree","out_degree","betweenness_centrality","eigenvector_centrality","component_id"
"MEX_ACTOR_SS_001","actor","institutional_actor_layer","Secretaría de Salud","59","90.5","55","4","0.001222","0.00556","0"
"MEX_ACTOR_CSG_001","actor","institutional_actor_layer","Consejo de Salubridad General","4","7.5","2","2","2.5e-05","0.000237","0"
"MEX_ACTOR_DGE_001","actor","institutional_actor_layer","Dirección General de Epidemiología","5","8.0","4","1","0.0","0.000405","0"
"MEX_ACTOR_COFEPRIS_001","actor","institutional_actor_layer","Comisión Federal para la Protección contra Riesgos Sanitarios (COFEPRIS)","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_CENAPRECE_001","actor","institutional_actor_layer","Centro Nacional de Programas Preventivos y Control de Enfermedades (CENAPRECE)","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_SRE_001","actor","institutional_actor_layer","Secretaría de Relaciones Exteriores","3","5.5","1","2","6e-06","0.000102","0"
"MEX_ACTOR_SEGOB_001","actor","institutional_actor_layer","Secretaría de Gobernación","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_INM_001","actor","institutional_actor_layer","Instituto Nacional de Migración","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_PORTS_AIRPORTS_001","actor","institutional_actor_layer","Autoridades portuarias y aeroportuarias (puntos de entrada)","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_STATES_001","actor","institutional_actor_layer","Entidades federativas (gobiernos estatales — 32 entidades)","3","6.0","1","2","6e-06","0.000136","0"
"MEX_ACTOR_CONGRESS_001","actor","institutional_actor_layer","Congreso de la Unión","7","11.5","6","1","2.5e-05","0.000641","0"
"MEX_ACTOR_CHAMBER_DEPUTIES_001","actor","institutional_actor_layer","Cámara de Diputados","2","3.5","1","1","6e-06","0.000102","0"
"MEX_ACTOR_SENATE_001","actor","institutional_actor_layer","Senado de la República","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_ASF_001","actor","institutional_actor_layer","Auditoría Superior de la Federación","2","4.0","0","2","0.0","1e-06","0"
"MEX_ACTOR_CNDH_001","actor","institutional_actor_layer","Comisión Nacional de los Derechos Humanos (CNDH)","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_INAI_001","actor","institutional_actor_layer","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales (INAI) / Transparencia para el Pueblo","3","6.0","0","3","0.0","1e-06","0"
"MEX_ACTOR_SNSP_001","actor","institutional_actor_layer","Dirección General del Servicio Nacional de Salud Pública (SNSP)","1","2.0","0","1","0.0","1e-06","0"
"MEX_ACTOR_DGRI_001","actor","institutional_actor_layer","Dirección General de Relaciones Internacionales (DGRI)","1","2.0","0","1","0.0","1e-06","0"
"MEX-001","legal_instrument","domestic_legal_layer","Ley aprobación tratados materia económica","5","5.0","5","0","0.0","0.000338","0"
"MEX-002","legal_instrument","domestic_legal_layer","Ley General de Salud","23","28.0","23","0","0.0","0.446615","0"
"MEX-003","legal_instrument","domestic_legal_layer","Ley celebración de tratados","5","5.0","5","0","0.0","0.000338","0"
"MEX-004","legal_instrument","domestic_legal_layer","CPEUM latest reform 2026-04-23","22","32.0","22","0","0.0","0.510056","0"
"MEX-005","legal_instrument","domestic_legal_layer","LFPA","2","2.0","2","0","0.0","0.000136","1"
"MEX-006","legal_instrument","domestic_legal_layer","LFPRH","5","6.0","5","0","0.0","0.000405","0"
"MEX-007","legal_instrument","domestic_legal_layer","LGPDPPSO","3","4.0","3","0","0.0","0.00027","0"
"MEX-008","legal_instrument","domestic_legal_layer","LGTAIP","3","4.0","3","0","0.0","0.00027","0"
"MEX-009","legal_instrument","domestic_legal_layer","LOAPF","9","13.0","9","0","0.0","0.425389","0"
"MEX-010","legal_instrument","domestic_legal_layer","Ley de Planeación","4","4.0","4","0","0.0","0.00027","0"
"MEX-011","legal_instrument","domestic_legal_layer","LICal","2","2.0","2","0","0.0","0.000136","0"
"MEX-012","legal_instrument","domestic_legal_layer","NOM-017 vigilancia epidemiológica","5","5.0","5","0","0.0","0.000338","0"
"MEX-013","legal_instrument","domestic_legal_layer","Reforma Comisión Compendio Nacional de Insumos 2023","0","0","0","0","0.0","1e-06","2"
"MEX-014","legal_instrument","domestic_legal_layer","Reforma Reglamento Interior Secretaría de Salud 2018","0","0","0","0","0.0","1e-06","3"
"MEX-015","legal_instrument","domestic_legal_layer","Reglamento LGS investigación para la salud","10","10.0","10","0","0.0","0.000675","0"
"MEX-016","legal_instrument","domestic_legal_layer","Reglamento LGS sanidad internacional","20","20.0","20","0","0.0","0.001349","0"
"MEX-017","legal_instrument","domestic_legal_layer","Reglamento Interior SS 2025","14","19.0","14","0","0.0","0.448535","0"
"MEX-018","legal_instrument","domestic_legal_layer","Ley Aduanera","5","5.0","5","0","0.0","0.000338","0"
"MEX_PROV_CPEUM_ART001_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 1o.","3","2.8","0","3","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART004_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 4o., párrafo 4 (derecho a la protección de la salud)","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART011_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 11, párrafo 1","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART014_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 14, párrafos 1-2","3","2.8","0","3","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART016_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 16, párrafos 1-2","2","1.9","0","2","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART029_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 29","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART073_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 73, fracción XVI y bases 1a–4a","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART076_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 76, fracción I","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART089_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 89, fracciones I y X","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART090_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 90","2","3.0","0","2","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART124_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 124","2","3.0","0","2","0.0","1e-06","0"
"MEX_PROV_CPEUM_ART133_001","domestic_provision","domestic_legal_layer","Constitución Política de los Estados Uni Art. 133","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LSCT_ART001_001","domestic_provision","domestic_legal_layer","Ley sobre la Celebración de Tratados Art. 1o.","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LSCT_ART002_001","domestic_provision","domestic_legal_layer","Ley sobre la Celebración de Tratados Art. 2o., fracciones I y II","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LSCT_ART004_001","domestic_provision","domestic_legal_layer","Ley sobre la Celebración de Tratados Art. 4o.","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LSCT_ART006_001","domestic_provision","domestic_legal_layer","Ley sobre la Celebración de Tratados Art. 6o.","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LSCT_ART007_001","domestic_provision","domestic_legal_layer","Ley sobre la Celebración de Tratados Art. 7o.","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART001_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 1o.","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART003_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 3o., fracciones XV, XXVII","2","2.0","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART004_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 4o.","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART007_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 7o., fracciones I, V, VIII, IX, XIV","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART009BIS_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 9o. Bis","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LGS_ART013_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 13, Apartados A y B","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART015_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 15","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART017_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 17, fracciones III, IV, V, VII","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART017BIS_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 17 Bis, fracción IX","3","4.3","0","3","0.0","1e-06","0"
"MEX_PROV_LGS_ART134_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 134, fracciones I-XIV","5","6.1","0","5","0.0","1e-06","0"
"MEX_PROV_LGS_ART136_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 136, fracciones I-IV","6","7.7","0","6","0.0","1e-06","0"
"MEX_PROV_LGS_ART139_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 139, fracciones I-VIII","6","6.9","0","6","0.0","1e-06","0"
"MEX_PROV_LGS_ART146_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 146","3","3.7","0","3","0.0","1e-06","0"
"MEX_PROV_LGS_ART181_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 181","6","6.9","0","6","0.0","1e-06","0"
"MEX_PROV_LGS_ART184_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 184, fracciones I-V","5","5.7","0","5","0.0","1e-06","0"
"MEX_PROV_LGS_ART351_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 351","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LGS_ART352_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 352","5","7.3","0","5","0.0","1e-06","0"
"MEX_PROV_LGS_ART359_001","domestic_provision","domestic_legal_layer","Ley General de Salud Art. 359","3","3.3","0","3","0.0","1e-06","0"
"MEX_PROV_LOAPF_ART001_001","domestic_provision","domestic_legal_layer","Ley Orgánica de la Administración Públic Artículo 1o.","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LOAPF_ART026_001","domestic_provision","domestic_legal_layer","Ley Orgánica de la Administración Públic Artículo 26","2","3.0","0","2","0.0","1e-06","0"
"MEX_PROV_LOAPF_ART028_001","domestic_provision","domestic_legal_layer","Ley Orgánica de la Administración Públic Artículo 28","3","3.7","0","3","0.0","1e-06","0"
"MEX_PROV_LOAPF_ART039_001","domestic_provision","domestic_legal_layer","Ley Orgánica de la Administración Públic Artículo 39","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LOAPF_ART039_002","domestic_provision","domestic_legal_layer","Ley Orgánica de la Administración Públic Artículo 39","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISI_ART001_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Artículo 1o.","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISI_ART002_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Artículo 2o.","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISI_ART003_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Artículo 3o.","3","3.1","0","3","0.0","1e-06","0"
"MEX_PROV_RISI_ART006_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Artículo 6o.","3","3.9","0","3","0.0","1e-06","0"
"MEX_PROV_RISI_ART011_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Artículo 11","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISI_ART012_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Artículo 12","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_RISI_ART014_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Artículo 14","3","4.9","0","3","0.0","1e-06","0"
"MEX_PROV_NOM017_SEC311_001","domestic_provision","domestic_legal_layer","NOM-017-SSA2-2012, Para la vigilancia ep Numeral 3.1.11–3.1.12","3","3.4","0","3","0.0","1e-06","0"
"MEX_PROV_NOM017_SEC3115_001","domestic_provision","domestic_legal_layer","NOM-017-SSA2-2012, Para la vigilancia ep Numeral 3.1.14–3.1.15","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_NOM017_SEC42_001","domestic_provision","domestic_legal_layer","NOM-017-SSA2-2012, Para la vigilancia ep Numeral 4.2–4.3","4","4.3","0","4","0.0","1e-06","0"
"MEX_PROV_NOM017_SEC45_001","domestic_provision","domestic_legal_layer","NOM-017-SSA2-2012, Para la vigilancia ep Numeral 4.5","2","3.0","0","2","0.0","1e-06","0"
"MEX_PROV_NOM017_SEC661_001","domestic_provision","domestic_legal_layer","NOM-017-SSA2-2012, Para la vigilancia ep Numeral 6.6.1–6.6.2","4","4.0","0","4","0.0","1e-06","0"
"MEX_PROV_LFPA_ART001_001","domestic_provision","domestic_legal_layer","Ley Federal de Procedimiento Administrat Artículo 1","1","1.0","0","1","0.0","1e-06","1"
"MEX_PROV_LFPA_ART002_001","domestic_provision","domestic_legal_layer","Ley Federal de Procedimiento Administrat Artículo 2","1","1.0","0","1","0.0","1e-06","1"
"MEX_PROV_LGPDPPSO_ART001_001","domestic_provision","domestic_legal_layer","Ley General de Protección de Datos Perso Artículo 1","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LGPDPPSO_ART016_001","domestic_provision","domestic_legal_layer","Ley General de Protección de Datos Perso Artículo 16","2","3.4","0","2","0.0","1e-06","0"
"MEX_PROV_LGTAIP_ART001_001","domestic_provision","domestic_legal_layer","Ley General de Transparencia y Acceso a  Artículo 1","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LGTAIP_ART002_001","domestic_provision","domestic_legal_layer","Ley General de Transparencia y Acceso a  Artículo 2","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LICAL_ART001_001","domestic_provision","domestic_legal_layer","Ley de Infraestructura de la Calidad Artículo 1","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LICAL_ART010_001","domestic_provision","domestic_legal_layer","Ley de Infraestructura de la Calidad Artículo 10","2","3.0","0","2","0.0","1e-06","0"
"MEX-017-art02-estructuraadm","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 2","3","3.1","0","3","0.0","1e-06","0"
"MEX-017-art35-fraccXIX","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 35, frac. XIX","9","7.5","0","9","0.0","1e-06","0"
"MEX-017-art35-fraccX","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 35, frac. X","3","3.7","0","3","0.0","1e-06","0"
"MEX-017-art35-fraccVII","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 35, frac. VII","2","2.5","0","2","0.0","1e-06","0"
"MEX-017-art35-fraccVI","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 35, frac. VI","2","2.5","0","2","0.0","1e-06","0"
"MEX-017-art33-fraccI-IV","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 33, fracs. I-IV","3","2.5","0","3","0.0","1e-06","0"
"MEX-017-art43-fraccIX","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 43, frac. IX","3","3.4","0","3","0.0","1e-06","0"
"MEX-017-art52-fraccIX","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 52, frac. IX","1","1.0","0","1","0.0","1e-06","0"
"MEX-017-art26-fraccI-II","domestic_provision","domestic_legal_layer","Reglamento Interior de la Secretaría de  Art. 26, fracs. I-II","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LATIME_ART001_001","domestic_provision","domestic_legal_layer","Ley sobre la Aprobación de Tratados Inte Art. 1","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LATIME_ART003_001","domestic_provision","domestic_legal_layer","Ley sobre la Aprobación de Tratados Inte Art. 3","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LATIME_ART004_001","domestic_provision","domestic_legal_layer","Ley sobre la Aprobación de Tratados Inte Art. 4, fracción IV","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LATIME_ART005_001","domestic_provision","domestic_legal_layer","Ley sobre la Aprobación de Tratados Inte Art. 5","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LATIME_ART009_001","domestic_provision","domestic_legal_layer","Ley sobre la Aprobación de Tratados Inte Art. 9","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LFPRH_ART001_001","domestic_provision","domestic_legal_layer","Ley Federal de Presupuesto y Responsabil Art. 1","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LFPRH_ART004_001","domestic_provision","domestic_legal_layer","Ley Federal de Presupuesto y Responsabil Art. 4","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LFPRH_ART006_001","domestic_provision","domestic_legal_layer","Ley Federal de Presupuesto y Responsabil Art. 6","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LFPRH_ART024_001","domestic_provision","domestic_legal_layer","Ley Federal de Presupuesto y Responsabil Art. 24","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LPLAN_ART001_001","domestic_provision","domestic_legal_layer","Ley de Planeación Art. 1","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LPLAN_ART002_001","domestic_provision","domestic_legal_layer","Ley de Planeación Art. 2, fracción IV","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_LPLAN_ART009_001","domestic_provision","domestic_legal_layer","Ley de Planeación Art. 9","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_LPLAN_ART021_001","domestic_provision","domestic_legal_layer","Ley de Planeación Art. 21, párrafo 4","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART001_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 1","2","2.0","0","2","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART003_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 3","2","2.0","0","2","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART005_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 5","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART007_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 7","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART011_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 11","3","3.3","0","3","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART013_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 13","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART014_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 14","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART016_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 16","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART020_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 20","1","1.0","0","1","0.0","1e-06","0"
"MEX_PROV_RLGS_INV_ART099_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 99","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART005_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 5","2","2.0","0","2","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART009_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 9","5","5.2","0","5","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART010_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 10","4","4.6","0","4","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART013_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 13","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART015_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 15","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART017_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 17","2","2.5","0","2","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART026_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 26","5","5.5","0","5","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART027_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 27","3","3.7","0","3","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART044_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 44","6","5.5","0","6","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART068_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 68","4","4.8","0","4","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART069_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 69","6","6.1","0","6","0.0","1e-06","0"
"MEX_PROV_RISS2025_ART070_001","domestic_provision","domestic_legal_layer","Reglamento de la Ley General de Salud en Art. 70","4","4.3","0","4","0.0","1e-06","0"
