"node_id","node_type","layer","label","degree","weighted_degree","in_degree","out_degree","betweenness_centrality","eigenvector_centrality","component_id"
"PA_ART05_001","pandemic_agreement_obligation","international_normative_layer","PA Article 5 — One Health","0","0","0","0","0.0","1e-06","42"
"PA_ART05_002","pandemic_agreement_obligation","international_normative_layer","PA Article 5 — One Health","0","0","0","0","0.0","1e-06","43"
"PA_ART05_003","pandemic_agreement_obligation","international_normative_layer","PA Article 5 — One Health","0","0","0","0","0.0","1e-06","44"
"PA_ART05_004","pandemic_agreement_obligation","international_normative_layer","PA Article 5 — health workforce","0","0","0","0","0.0","1e-06","45"
"PA_ART06_001","pandemic_agreement_obligation","international_normative_layer","PA Article 6 — health systems","0","0","0","0","0.0","1e-06","46"
"PA_ART06_002","pandemic_agreement_obligation","international_normative_layer","PA Article 6 — preparedness","0","0","0","0","0.0","1e-06","47"
"PA_ART06_003","pandemic_agreement_obligation","international_normative_layer","PA Article 6 — information and reporting","0","0","0","0","0.0","1e-06","48"
"PA_ART06_004","pandemic_agreement_obligation","international_normative_layer","PA Article 6 — implementation and review","0","0","0","0","0.0","1e-06","49"
"PA_ART07_001","pandemic_agreement_obligation","international_normative_layer","PA Article 7 — health workforce","0","0","0","0","0.0","1e-06","50"
"PA_ART07_002","pandemic_agreement_obligation","international_normative_layer","PA Article 7 — health workforce","0","0","0","0","0.0","1e-06","51"
"PA_ART07_003","pandemic_agreement_obligation","international_normative_layer","PA Article 7 — health workforce","0","0","0","0","0.0","1e-06","52"
"PA_ART07_004","pandemic_agreement_obligation","international_normative_layer","PA Article 7 — health workforce","0","0","0","0","0.0","1e-06","53"
"PA_ART07_005","pandemic_agreement_obligation","international_normative_layer","PA Article 7 — health workforce","0","0","0","0","0.0","1e-06","54"
"PA_ART08_001","pandemic_agreement_obligation","international_normative_layer","PA Article 8 — health systems","0","0","0","0","0.0","1e-06","55"
"PA_ART08_002","pandemic_agreement_obligation","international_normative_layer","PA Article 8 — health systems","0","0","0","0","0.0","1e-06","56"
"PA_ART08_003","pandemic_agreement_obligation","international_normative_layer","PA Article 8 — information and reporting","0","0","0","0","0.0","1e-06","57"
"PA_ART08_004","pandemic_agreement_obligation","international_normative_layer","PA Article 8 — health systems","0","0","0","0","0.0","1e-06","58"
"PA_ART08_005","pandemic_agreement_obligation","international_normative_layer","PA Article 8 — health systems","0","0","0","0","0.0","1e-06","59"
"PA_ART09_001","pandemic_agreement_obligation","international_normative_layer","PA Article 9 — research and development","0","0","0","0","0.0","1e-06","60"
"PA_ART09_002","pandemic_agreement_obligation","international_normative_layer","PA Article 9 — research and development","0","0","0","0","0.0","1e-06","61"
"PA_ART09_003","pandemic_agreement_obligation","international_normative_layer","PA Article 9 — research and development","0","0","0","0","0.0","1e-06","62"
"PA_ART09_004","pandemic_agreement_obligation","international_normative_layer","PA Article 9 — information and reporting","0","0","0","0","0.0","1e-06","63"
"PA_ART09_005","pandemic_agreement_obligation","international_normative_layer","PA Article 9 — research and development","0","0","0","0","0.0","1e-06","64"
"PA_ART10_001","pandemic_agreement_obligation","international_normative_layer","PA Article 10 — local/regional production","0","0","0","0","0.0","1e-06","65"
"PA_ART10_002","pandemic_agreement_obligation","international_normative_layer","PA Article 10 — local/regional production","0","0","0","0","0.0","1e-06","66"
"PA_ART11_001","pandemic_agreement_obligation","international_normative_layer","PA Article 11 — technology transfer","0","0","0","0","0.0","1e-06","67"
"PA_ART11_002","pandemic_agreement_obligation","international_normative_layer","PA Article 11 — technology transfer","0","0","0","0","0.0","1e-06","68"
"PA_ART11_003","pandemic_agreement_obligation","international_normative_layer","PA Article 11 — technology transfer","0","0","0","0","0.0","1e-06","69"
"PA_ART11_004","pandemic_agreement_obligation","international_normative_layer","PA Article 11 — technology transfer","0","0","0","0","0.0","1e-06","70"
"PA_ART11_005","pandemic_agreement_obligation","international_normative_layer","PA Article 11 — technology transfer","0","0","0","0","0.0","1e-06","71"
"PA_ART12_001","pandemic_agreement_obligation","international_normative_layer","PA Article 12 — PABS","0","0","0","0","0.0","1e-06","72"
"PA_ART12_002","pandemic_agreement_obligation","international_normative_layer","PA Article 12 — PABS","0","0","0","0","0.0","1e-06","73"
"PA_ART12_003","pandemic_agreement_obligation","international_normative_layer","PA Article 12 — PABS","0","0","0","0","0.0","1e-06","74"
"PA_ART12_004","pandemic_agreement_obligation","international_normative_layer","PA Article 12 — PABS","0","0","0","0","0.0","1e-06","75"
"PA_ART12_005","pandemic_agreement_obligation","international_normative_layer","PA Article 12 — PABS","0","0","0","0","0.0","1e-06","76"
"PA_ART12_006","pandemic_agreement_obligation","international_normative_layer","PA Article 12 — PABS","0","0","0","0","0.0","1e-06","77"
"PA_ART13_001","pandemic_agreement_obligation","international_normative_layer","PA Article 13 — supply chain","0","0","0","0","0.0","1e-06","78"
"PA_ART13_002","pandemic_agreement_obligation","international_normative_layer","PA Article 13 — supply chain","0","0","0","0","0.0","1e-06","79"
"PA_ART14_001","pandemic_agreement_obligation","international_normative_layer","PA Article 14 — procurement and distribution","0","0","0","0","0.0","1e-06","80"
"PA_ART14_002","pandemic_agreement_obligation","international_normative_layer","PA Article 14 — equitable access","0","0","0","0","0.0","1e-06","81"
"PA_ART14_003","pandemic_agreement_obligation","international_normative_layer","PA Article 14 — equitable access","0","0","0","0","0.0","1e-06","82"
"PA_ART14_004","pandemic_agreement_obligation","international_normative_layer","PA Article 14 — supply chain","0","0","0","0","0.0","1e-06","83"
"PA_ART14_005","pandemic_agreement_obligation","international_normative_layer","PA Article 14 — supply chain","0","0","0","0","0.0","1e-06","84"
"PA_ART15_001","pandemic_agreement_obligation","international_normative_layer","PA Article 15 — national governance","0","0","0","0","0.0","1e-06","85"
"PA_ART15_002","pandemic_agreement_obligation","international_normative_layer","PA Article 15 — national governance","0","0","0","0","0.0","1e-06","86"
"PA_ART15_003","pandemic_agreement_obligation","international_normative_layer","PA Article 15 — national governance","0","0","0","0","0.0","1e-06","87"
"PA_ART15_004","pandemic_agreement_obligation","international_normative_layer","PA Article 15 — preparedness","0","0","0","0","0.0","1e-06","88"
"PA_ART15_005","pandemic_agreement_obligation","international_normative_layer","PA Article 15 — preparedness","0","0","0","0","0.0","1e-06","89"
"PA_ART15_006","pandemic_agreement_obligation","international_normative_layer","PA Article 15 — national governance","0","0","0","0","0.0","1e-06","90"
"PA_ART16_001","pandemic_agreement_obligation","international_normative_layer","PA Article 16 — national governance","0","0","0","0","0.0","1e-06","91"
"PA_ART16_002","pandemic_agreement_obligation","international_normative_layer","PA Article 16 — information and reporting","0","0","0","0","0.0","1e-06","92"
"PA_ART17_001","pandemic_agreement_obligation","international_normative_layer","PA Article 17 — international cooperation","0","0","0","0","0.0","1e-06","93"
"PA_ART17_002","pandemic_agreement_obligation","international_normative_layer","PA Article 17 — international cooperation","0","0","0","0","0.0","1e-06","94"
"PA_ART18_001","pandemic_agreement_obligation","international_normative_layer","PA Article 18 — financing","0","0","0","0","0.0","1e-06","95"
"PA_ART18_002","pandemic_agreement_obligation","international_normative_layer","PA Article 18 — financing","0","0","0","0","0.0","1e-06","96"
"PA_ART18_003","pandemic_agreement_obligation","international_normative_layer","PA Article 18 — financing","0","0","0","0","0.0","1e-06","97"
"PA_ART19_001","pandemic_agreement_obligation","international_normative_layer","PA Article 19 — implementation and review","0","0","0","0","0.0","1e-06","98"
"PA_ART19_002","pandemic_agreement_obligation","international_normative_layer","PA Article 19 — implementation and review","0","0","0","0","0.0","1e-06","99"
"PA_ART21_001","pandemic_agreement_obligation","international_normative_layer","PA Article 21 — implementation and review","0","0","0","0","0.0","1e-06","100"
"PA_ART21_002","pandemic_agreement_obligation","international_normative_layer","PA Article 21 — implementation and review","0","0","0","0","0.0","1e-06","101"
"PA_ART22_001","pandemic_agreement_obligation","international_normative_layer","PA Article 22 — implementation and review","0","0","0","0","0.0","1e-06","102"
"PA_ART24_001","pandemic_agreement_obligation","international_normative_layer","PA Article 24 — international cooperation","0","0","0","0","0.0","1e-06","103"
"PA_ART31_001","pandemic_agreement_obligation","international_normative_layer","PA Article 31 — implementation and review","0","0","0","0","0.0","1e-06","104"
"PA_ART32_001","pandemic_agreement_obligation","international_normative_layer","PA Article 32 — implementation and review","0","0","0","0","0.0","1e-06","105"
"PA_ART33_001","pandemic_agreement_obligation","international_normative_layer","PA Article 33 — implementation and review","0","0","0","0","0.0","1e-06","106"
"PA_GENERAL_001","pandemic_agreement_obligation","international_normative_layer","PA Article 12 / Article 31 / Article 32 — PABS","0","0","0","0","0.0","1e-06","107"
"PABS_DRAFT_20260309_SECIA_001","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section I.A Scope and objectives — PABS System scope and objective","0","0","0","0","0.0","1e-06","108"
"PABS_DRAFT_20260309_SECIB_001","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section I.B Use of terms — pathogen with pandemic potential","0","0","0","0","0.0","1e-06","109"
"PABS_DRAFT_20260309_SECIB_002","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section I.B Use of terms — PABS Materials and Sequence Information","0","0","0","0","0.0","1e-06","110"
"PABS_DRAFT_20260309_SECIB_003","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section I.B Use of terms — Participating Manufacturer","0","0","0","0","0.0","1e-06","111"
"PABS_DRAFT_20260309_SECIIA_001","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — two-pillar structure: access and benefit-sharing","0","0","0","0","0.0","1e-06","112"
"PABS_DRAFT_20260309_SECIIA_002","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — simultaneous operation of all PABS elements","0","0","0","0","0.0","1e-06","113"
"PABS_DRAFT_20260309_SECIIA_003","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — compliance with national/domestic law on risk assessment, biosafety, biosecurity, export control and data protection","0","0","0","0","0.0","1e-06","114"
"PABS_DRAFT_20260309_SECIIA_004","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — traditional knowledge of Indigenous Peoples and local communities","0","0","0","0","0.0","1e-06","115"
"PABS_DRAFT_20260309_SECIIA_005","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — participants of the PABS System","0","0","0","0","0.0","1e-06","116"
"PABS_DRAFT_20260309_SECIIA_006","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — general obligations of PABS participants","0","0","0","0","0.0","1e-06","117"
"PABS_DRAFT_20260309_SECIIA_007","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — review/alignment of national or regional ABS measures","0","0","0","0","0.0","1e-06","118"
"PABS_DRAFT_20260309_SECIIB_001","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — sharing of PABS Materials through authorized laboratories","0","0","0","0","0.0","1e-06","119"
"PABS_DRAFT_20260309_SECIIB_002","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — upload of PABS Sequence Information to WHO recognized databases","0","0","0","0","0.0","1e-06","120"
"PABS_DRAFT_20260309_SECIIB_003","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — unique persistent identifiers","0","0","0","0","0.0","1e-06","121"
"PABS_DRAFT_20260309_SECIIB_004","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — onward transfer and use","0","0","0","0","0.0","1e-06","122"
"PABS_DRAFT_20260309_SECIIB_005","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — public health, clinical, epidemiological information and metadata","0","0","0","0","0.0","1e-06","123"
"PABS_DRAFT_20260309_SECIIB_006","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — prior informed consent / approval and involvement for traditional knowledge","0","0","0","0","0.0","1e-06","124"
"PABS_DRAFT_20260309_SECIIB_007","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — WCLN laboratory requirements","0","0","0","0","0.0","1e-06","125"
"PABS_DRAFT_20260309_SECIIB_008","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.B Access to PABS Materials and Sequence Information — WHO recognized sequence database requirements","0","0","0","0","0.0","1e-06","126"
"PABS_DRAFT_20260309_SECIIC_001","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — Participating Manufacturer WHO PABS Contracts","0","0","0","0","0.0","1e-06","127"
"PABS_DRAFT_20260309_SECIIC_002","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — 20% real-time production access target in pandemic emergency","0","0","0","0","0.0","1e-06","128"
"PABS_DRAFT_20260309_SECIIC_003","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — minimum 10% donation","0","0","0","0","0.0","1e-06","129"
"PABS_DRAFT_20260309_SECIIC_004","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — affordable price reservation","0","0","0","0","0.0","1e-06","130"
"PABS_DRAFT_20260309_SECIIC_005","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — benefit-sharing in PHEIC","0","0","0","0","0.0","1e-06","131"
"PABS_DRAFT_20260309_SECIIC_006","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — annual monetary contributions","0","0","0","0","0.0","1e-06","132"
"PABS_DRAFT_20260309_SECIIC_007","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — capacity-building and technical assistance","0","0","0","0","0.0","1e-06","133"
"PABS_DRAFT_20260309_SECIIC_008","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — research and development cooperation","0","0","0","0","0.0","1e-06","134"
"PABS_DRAFT_20260309_SECIIC_009","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — non-exclusive licences for manufacturers in developing countries","0","0","0","0","0.0","1e-06","135"
"PABS_DRAFT_20260309_SECIIC_010","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — technology transfer and know-how","0","0","0","0","0.0","1e-06","136"
"PABS_DRAFT_20260309_SECIIC_011","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — commercial users other than manufacturers","0","0","0","0","0.0","1e-06","137"
"PABS_DRAFT_20260309_SECIIC_012","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.C PABS System benefit-sharing — non-commercial users","0","0","0","0","0.0","1e-06","138"
"PABS_DRAFT_20260309_SECIIIA_001","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section III.A Governance — PABS Advisory Group","0","0","0","0","0.0","1e-06","139"
"PABS_DRAFT_20260309_SECIIIA_002","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section III.A Governance — WHO Secretariat administration and coordination role","0","0","0","0","0.0","1e-06","140"
"PABS_DRAFT_20260309_SECIIIA_003","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section III.A Governance — WHO Secretariat platform for operational transparency","0","0","0","0","0.0","1e-06","141"
"PABS_DRAFT_20260309_SECIIIA_004","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section III.A Governance — allegations of non-compliance","0","0","0","0","0.0","1e-06","142"
"PABS_DRAFT_20260309_SECIIIB_001","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section III.B Review — five-year review of the PABS System","0","0","0","0","0.0","1e-06","143"
"PABS_DRAFT_20260309_SECIIA_008","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — export control","0","0","0","0","0.0","1e-06","144"
"PABS_DRAFT_20260309_SECIIA_009","pabs_draft_obligation","international_normative_layer","PABS [DRAFT] Section II.A Operation of the PABS System — data protection","0","0","0","0","0.0","1e-06","145"
"GAP_PROCEDURAL_GAP__UPDATE_REVIEW_NEEDED","gap_type","analytical_assessment_layer","procedural gap; update-review needed","0","0","0","0","0.0","1e-06","146"
"GAP_REGULATORY_GAP__PROCEDURAL_GAP__FEDERAL_IMPLEMENTATION_GAP","gap_type","analytical_assessment_layer","regulatory gap; procedural gap; federal implementation gap","0","0","0","0","0.0","1e-06","147"
"GAP_PROCEDURAL_GAP__ADMINISTRATIVE_ONLY_ANCHORING","gap_type","analytical_assessment_layer","procedural gap; administrative-only anchoring","0","0","0","0","0.0","1e-06","148"
"GAP_REGULATORY_GAP__FEDERAL_IMPLEMENTATION_GAP__COORDINATION_GAP","gap_type","analytical_assessment_layer","regulatory gap; federal implementation gap; coordination gap","0","0","0","0","0.0","1e-06","149"
"GAP_REGULATORY_GAP__ADMINISTRATIVE_ONLY_ANCHORING","gap_type","analytical_assessment_layer","regulatory gap; administrative-only anchoring","0","0","0","0","0.0","1e-06","150"
"GAP_PARTIAL_REGULATORY_GAP__PROCEDURAL_GAP__UPDATE_REVIEW_NEEDED","gap_type","analytical_assessment_layer","partial regulatory gap; procedural gap; update-review needed","0","0","0","0","0.0","1e-06","151"
"GAP_RIGHTS_SAFEGUARD_GAP__PROCEDURAL_GAP__FULL_GAP__ART__40","gap_type","analytical_assessment_layer","rights-safeguard gap; procedural gap; full gap (Art. 40)","0","0","0","0","0.0","1e-06","152"
"GAP_COORDINATION_GAP__REGULATORY_GAP","gap_type","analytical_assessment_layer","coordination gap; regulatory gap","0","0","0","0","0.0","1e-06","153"
"GAP_BUDGET_CAPACITY_GAP__OVERSIGHT_GAP","gap_type","analytical_assessment_layer","budget/capacity gap; oversight gap","0","0","0","0","0.0","1e-06","154"
"GAP_OVERSIGHT_GAP__PROCEDURAL_GAP","gap_type","analytical_assessment_layer","oversight gap; procedural gap","0","0","0","0","0.0","1e-06","155"
"GAP_REGULATORY_GAP__UPDATE_REVIEW_NEEDED","gap_type","analytical_assessment_layer","regulatory gap; update-review needed","0","0","0","0","0.0","1e-06","156"
"GAP_REGULATORY_GAP__PROCEDURAL_GAP","gap_type","analytical_assessment_layer","regulatory gap; procedural gap","0","0","0","0","0.0","1e-06","157"
"GAP_PARTIAL_REGULATORY_GAP__COORDINATION_GAP","gap_type","analytical_assessment_layer","partial regulatory gap; coordination gap","0","0","0","0","0.0","1e-06","158"
"GAP_FEDERAL_IMPLEMENTATION_GAP__COORDINATION_GAP__PROCEDURAL_GAP","gap_type","analytical_assessment_layer","federal implementation gap; coordination gap; procedural gap","0","0","0","0","0.0","1e-06","159"
"GAP_PROCEDURAL_GAP","gap_type","analytical_assessment_layer","procedural gap","20","20.0","20","0","0.0","0.145885","0"
"GAP_REGULATORY_GAP","gap_type","analytical_assessment_layer","regulatory gap","16","16.0","16","0","0.0","0.175938","0"
"GAP_FULL_GAP","gap_type","analytical_assessment_layer","full gap","5","5.0","5","0","0.0","0.014994","0"
"GAP_PARTIAL_REGULATORY_GAP","gap_type","analytical_assessment_layer","partial regulatory gap","9","9.0","9","0","0.0","0.07894","0"
"GAP_COORDINATION_GAP","gap_type","analytical_assessment_layer","coordination gap","2","2.0","2","0","0.0","0.031974","0"
"GAP_RIGHTS_SAFEGUARD_GAP","gap_type","analytical_assessment_layer","rights safeguard gap","6","6.0","6","0","0.0","0.028959","0"
"NO_MATCH_IDENTIFIED","domestic_provision","domestic_legal_layer","NO_MATCH_IDENTIFIED","2","0.2","0","2","0.0","1e-06","0"
